Year,agencyName,service,Activity,dollars
2012,Debt Service,General Debt Service,Jail,191012
2012,Debt Service,General Debt Service,Housing and Community Development,24810191
2012,Debt Service,General Debt Service,Housing and Community Development,13603157
2012,Debt Service,General Debt Service,Off‐street Parking,3131646
2012,Debt Service,General Debt Service,Police,1087231
2012,Debt Service,General Debt Service,Public Buildings,3665527
2012,Debt Service,General Debt Service,Recreation and Parks,3128397
2012,Debt Service,General Debt Service,Maryland Zoo in Baltimore,981976
2012,Debt Service,General Debt Service,Solid Waste,76399
2012,Debt Service,General Debt Service,Storm Water  (MVR),1211542
2012,Debt Service,General Debt Service,Insurance Capitalization Program,0
2012,Debt Service,General Debt Service,Unallocated,11306348
2012,Educational Grants,Educational Grants,BCCC ‐ Educational Support,1000000
2012,Educational Grants,Educational Grants,Cooperative Extension Service General Operating Expenses,116994
2012,Educational Grants,Educational Grants,Family League,4830635
2012,Educational Grants,Educational Grants,Family League Competitive Grant,0
2012,Educational Grants,Educational Grants,Experience Corps,179535
2012,Educational Grants,Educational Grants,Teach for America,100000
2012,Employees Retirement Contribution,Employees Retirement Contribution,Fire and Police Retirement,99050490
2012,Employees Retirement Contribution,Employees Retirement Contribution,Elected Officials' Retirement,997685
2012,Employees Retirement Contribution,Employees Retirement Contribution,Contribution to Fire and Police Liability,5700000
2012,Employees Retirement Contribution,Employees Retirement Contribution,Other Post Employee Benefits,8500000
2012,Employees Retirement Contribution,Employees Retirement Contribution,ERS ‐ Health,1372993
2012,Employees Retirement Contribution,Employees Retirement Contribution,ERS ‐ Convention Center,994656
2012,Environmental Control Board,Adjudication of Environmental Citations,Adjudication,632933
2012,Environmental Control Board,Adjudication of Environmental Citations,Workers' Compensation Expenses,52
2012,Health and Welfare Grants,Health and Welfare Grants,"Legal Aid Bureau, Inc.",0
2012,Health and Welfare Grants,Health and Welfare Grants,Maryland School for the Blind,66712
2012,Health and Welfare Grants,Health and Welfare Grants,Pre & Postnatal Home Visiting,871000
2012,Innovation Fund,Innovation Fund,HCD ePlans Review,261872
2012,Innovation Fund,Innovation Fund,Inter County Broadband Network,0
2012,Innovation Fund,Innovation Fund,Single Space Parking Meter Upgrade,0
2012,Innovation Fund,Innovation Fund,Off Street Parking,0
2012,Innovation Fund,Innovation Fund,Enterprise Energy Management,0
2012,Innovation Fund,Innovation Fund,Video Camera Accident Reduction Plan,0
2012,Innovation Fund,Innovation Fund,Unallocated,0
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Advertise ‐ Ordinance of Estimates,35003
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Membership Dues,257951
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Voter Registration Campaign,0
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Ground Rents on City Property,4204
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Special Legal Fees,1772072
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Special Studies,377386
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Board of Estimates Office Expense,323055
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Maryland Zoo in Baltimore Utility Costs,819970
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Stadium Authority Contributions,1000000
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,General Fund Reserve,2000000
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Special Projects,638750
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Printing Board of Estimates Minutes,59578
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Baltimore Radio Reading Service,25000
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Deferred Comp Administrative Expense,236000
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Maryland Zoo in Baltimore Hospital Mortgage and Taxes,458680
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Asbestos Litigation,5559
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,City Hall Exhibits,7572
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Panel of Claims Examiners,142873
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,City Communications Technology,1236850
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,City Council Technology,3500
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Independent Auditors,738063
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Youth Works ‐ Comcast Grant,0
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Emergency Relocation,493952
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,MBE Outreach,165707
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Marina Store Lease,95550
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,State Department of Assessments and Taxation,3616846
2012,Miscellaneous General Expenses,Miscellaneous General Expenses,Grand Prix Expenses,0
2012,Office of Citistat Operations,CitiStat Operations,CitiStat Operations,586452
2012,Office of Citistat Operations,CitiStat Operations,Information Technology Expenses,77090
2012,Office of Criminal Justice,CitiWatch,Monitoring and Maintenance,1694588
2012,Office of Criminal Justice,CitiWatch,Workers' Compensation Expenses,0
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,HIDTA,506287
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,Executive Direction and Control,512792
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,JAG,334208
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,C‐SAFE,0
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,Domestic Violence,310875
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,Unallocated Funds,0
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,Grant Management,323861
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,Northwest Baltimore YSB,772348
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,East Baltimore YSB,0
2012,Office of Criminal Justice,Coordination of Public Safety Strategy,Truancy Assessment,0
2012,Office of Employment Development,BCPS Alternative Options Academy for Youth,BCPS (Alternative High School),203207
2012,Office of Employment Development,Workforce Services for TANF Recipients,Family Investment,3932609
2012,Office of Employment Development,Workforce Services for TANF Recipients,New Beginnings,0
2012,Office of Employment Development,Workforce Services for TANF Recipients,Unallocated Appropriation,0
2012,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Workforce Services for Baltimore City Residents,1110866
2012,Office of Employment Development,Employment Enhancement Services for Baltimore City Residents,Unallocated Appropriation,0
2012,Office of Employment Development,Administration  MOED,Administration,501022
2012,Office of Employment Development,Administration  MOED,Program Oversight,1116899
2012,Office of Employment Development,Administration  MOED,Special Projects,14038
2012,Office of Employment Development,Administration  MOED,Workers Compensation Expenses,66914
2012,Office of Employment Development,Workforce Services for Baltimore Residents,Workforce Services for Baltimore City Residents,4260817
2012,Office of Employment Development,Workforce Services for Baltimore Residents,WIA‐Adult,227086
2012,Office of Employment Development,Workforce Services for Baltimore Residents,WIA‐Adult/Dislocated Worker,371263
2012,Office of Employment Development,Workforce Services for Baltimore Residents,WIA‐Incentive,0
2012,Office of Employment Development,Workforce Services for Baltimore Residents,Program Cost Pool,0
2012,Office of Employment Development,Workforce Services for Baltimore Residents,New Beginnings,314898
2012,Office of Employment Development,Workforce Services for Baltimore Residents,WIA‐Self Employment Assistance,5371
2012,Office of Employment Development,Workforce Services for Baltimore Residents,WIA‐Early Intervention Facilitator,90
2012,Office of Employment Development,Workforce Services for Baltimore Residents,Unallocated Appropriation,0
2012,Office of Employment Development,Workforce Services for ExOffenders,Ex‐Offender ‐ MDPSCS Parole and Probation,1008872
2012,Office of Employment Development,Workforce Services for ExOffenders,Unallocated Appropriation,0
2012,Office of Employment Development,Workforce Services for Out of School YouthYouth Opportunity,Workforce Services Youth Opportunity,3345883
2012,Office of Employment Development,Workforce Services for Out of School YouthYouth Opportunity,Unallocated Appropriation,0
2012,Office of Employment Development,Youth Works Summer Job Program,Workforce Services ‐ Summer Youth Works,3666471
2012,Office of Employment Development,Youth Works Summer Job Program,Md. Summer Youth,86062
2012,Office of Employment Development,Youth Works Summer Job Program,Unallocated Appropriation,0
2012,Office of Employment Development,Workforce Services for WIA Funded Youth,WIA Youth,3447817
2012,Office of Employment Development,Workforce Services for WIA Funded Youth,Unallocated Appropriation,381572
2012,Office of Human Services,Administration  Human Services,Administration,2439406
2012,Office of Human Services,Administration  Human Services,Workers' Compensation Expenses,1182
2012,Office of Human Services,Head Start,Dayspring,2227840
2012,Office of Human Services,Head Start,St Paul,1468641
2012,Office of Human Services,Head Start,St Veronica Center ‐ Part Day,2215071
2012,Office of Human Services,Head Start,Union Baptist/Johnston Center ‐ Part Day,1731745
